===== Pretest calibration commands =====
n -> neutral pose capture
f -> flex straight capture
b -> flex bent capture
1 -> select HALF_RAISED action
2 -> select PICKING action
s -> start trial
e -> end trial
a -> accept last ended trial
r -> reject last ended trial
h -> help
NEUTRAL_START
DATA,59335,TRIAL,1,HALF_RAISED,0.964,0.368,0.039,-11.893,-6.702,-6.061,-0.869,-0.382,-0.176,4.954,-8.298,-3.626,97.76,74.98,1854,180.0,0,0
DATA,59387,TRIAL,1,HALF_RAISED,0.950,0.393,0.041,-5.267,-7.412,-10.198,-0.868,-0.401,-0.173,2.969,-5.870,-10.244,98.68,74.32,1855,180.0,0,0
DATA,59439,TRIAL,1,HALF_RAISED,0.969,0.406,0.044,3.756,-7.588,-15.924,-0.888,-0.427,-0.154,-0.076,0.809,-19.374,99.34,73.91,1857,180.0,0,0
DATA,59491,TRIAL,1,HALF_RAISED,0.934,0.425,0.026,14.878,-4.573,-19.878,-0.871,-0.417,-0.165,-6.298,7.855,-25.244,99.93,73.87,1857,180.0,0,0
DATA,59543,TRIAL,1,HALF_RAISED,0.936,0.421,0.036,21.893,-6.786,-21.649,-0.859,-0.434,-0.183,-9.435,17.221,-29.405,99.98,74.99,1856,180.0,0,0
DATA,59595,TRIAL,1,HALF_RAISED,0.922,0.451,0.017,24.656,-4.863,-23.069,-0.842,-0.445,-0.203,-9.679,27.252,-33.840,100.26,75.86,1852,180.0,0,0
DATA,59647,TRIAL,1,HALF_RAISED,0.935,0.457,0.031,44.870,-5.931,-18.252,-0.860,-0.478,-0.198,-13.786,38.427,-37.695,99.88,77.41,1831,180.0,0,0
DATA,59699,TRIAL,1,HALF_RAISED,0.903,0.484,0.011,43.092,-15.527,-15.595,-0.796,-0.531,-0.247,-19.069,51.305,-46.718,99.72,79.37,1798,180.0,0,0
DATA,59751,TRIAL,1,HALF_RAISED,0.914,0.508,-0.094,53.702,-17.328,-26.786,-0.743,-0.570,-0.365,-23.634,61.252,-56.427,100.26,82.94,1756,180.0,0,0
DATA,59803,TRIAL,1,HALF_RAISED,0.897,0.525,-0.196,54.924,-20.137,-32.962,-0.662,-0.577,-0.422,-28.382,63.160,-63.924,101.06,87.18,1800,180.0,0,0
DATA,59855,TRIAL,1,HALF_RAISED,0.886,0.518,-0.224,56.878,-20.702,-36.473,-0.585,-0.577,-0.473,-22.939,61.718,-65.786,101.87,91.27,1796,180.0,0,0
DATA,59907,TRIAL,1,HALF_RAISED,0.842,0.534,-0.214,47.137,-18.710,-35.275,-0.537,-0.602,-0.493,-11.695,58.611,-64.672,102.88,94.98,1800,180.0,0,0
DATA,59959,TRIAL,1,HALF_RAISED,0.814,0.547,-0.244,42.290,-17.046,-35.359,-0.484,-0.585,-0.485,-14.069,55.061,-57.977,103.87,98.46,1799,180.0,0,0
DATA,60011,TRIAL,1,HALF_RAISED,0.812,0.550,-0.271,27.305,-14.206,-33.061,-0.417,-0.613,-0.516,1.779,52.542,-49.473,104.41,101.34,1797,180.0,0,0
DATA,60063,TRIAL,1,HALF_RAISED,0.781,0.553,-0.281,24.107,-13.214,-27.397,-0.373,-0.620,-0.540,-2.214,44.687,-45.366,105.09,103.95,1793,180.0,0,0
DATA,60115,TRIAL,1,HALF_RAISED,0.770,0.583,-0.340,23.588,-16.198,-27.344,-0.290,-0.642,-0.578,-1.290,41.878,-37.336,106.36,106.59,1792,180.0,0,0
DATA,60167,TRIAL,1,HALF_RAISED,0.758,0.596,-0.335,25.977,-14.939,-22.878,-0.275,-0.675,-0.591,-2.260,41.321,-38.710,106.89,108.31,1791,180.0,0,0
DATA,60219,TRIAL,1,HALF_RAISED,0.728,0.616,-0.420,24.626,-20.275,-21.847,-0.181,-0.691,-0.616,-3.740,44.672,-34.099,108.53,111.01,1786,180.0,0,0
DATA,60271,TRIAL,1,HALF_RAISED,0.706,0.602,-0.448,26.374,-20.840,-18.588,-0.101,-0.703,-0.631,-7.473,44.321,-35.443,109.83,113.93,1780,180.0,0,0
DATA,60323,TRIAL,1,HALF_RAISED,0.680,0.625,-0.489,28.374,-31.748,-19.031,-0.063,-0.720,-0.650,-8.489,52.046,-37.878,111.71,116.99,1775,180.0,0,0
DATA,60375,TRIAL,1,HALF_RAISED,0.673,0.629,-0.505,33.641,-34.214,-20.718,-0.033,-0.736,-0.661,-11.580,59.313,-47.023,113.51,120.29,1770,180.0,0,0
DATA,60427,TRIAL,1,HALF_RAISED,0.621,0.643,-0.542,43.718,-34.908,-23.137,0.025,-0.751,-0.650,-15.214,68.496,-52.191,115.76,123.93,1757,180.0,0,0
DATA,60479,TRIAL,1,HALF_RAISED,0.594,0.645,-0.652,81.824,-85.840,-26.336,0.169,-0.741,-0.670,-9.443,62.977,-76.992,120.53,127.99,1744,180.0,0,0
DATA,60531,TRIAL,1,HALF_RAISED,0.536,0.614,-0.730,88.992,-81.817,-32.038,0.231,-0.733,-0.658,-11.847,65.504,-77.557,126.73,132.67,1729,176.9,0,0
DATA,60583,TRIAL,1,HALF_RAISED,0.456,0.551,-0.784,94.855,-89.214,-38.779,0.324,-0.659,-0.615,-10.992,54.305,-69.656,131.13,137.15,1711,170.0,0,0
DATA,60635,TRIAL,1,HALF_RAISED,0.378,0.499,-0.875,80.855,-91.015,-39.443,0.419,-0.627,-0.627,1.344,56.679,-67.473,135.66,141.34,1696,164.3,0,0
DATA,60687,TRIAL,1,HALF_RAISED,0.301,0.443,-0.873,74.863,-90.527,-35.550,0.395,-0.598,-0.584,-4.290,55.779,-61.763,139.96,144.72,1683,159.3,0,0
DATA,60739,TRIAL,1,HALF_RAISED,0.266,0.373,-0.863,68.656,-92.969,-44.420,0.469,-0.527,-0.555,13.786,49.122,-46.137,144.78,147.68,1667,153.1,0,0
DATA,60791,TRIAL,1,HALF_RAISED,0.019,0.295,-0.903,52.137,-94.695,-35.351,0.555,-0.568,-0.486,-7.687,50.214,-54.359,150.25,150.87,1644,144.3,0,0
DATA,60843,TRIAL,1,HALF_RAISED,0.026,0.258,-0.905,60.290,-78.206,-33.183,0.608,-0.523,-0.471,-5.450,43.321,-44.473,154.32,153.40,1628,138.2,0,0
DATA,60895,TRIAL,1,HALF_RAISED,-0.091,0.273,-0.998,47.305,-61.664,-36.901,0.601,-0.526,-0.500,-0.412,40.832,-48.847,157.60,156.06,1612,132.0,0,0
